teamId,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11
0,6:H:D,3:H:D,1:H:D,5:H:S,2:A:M,9:H:D,7:H:D,2:H:M,8:H:J,4:H:M,1:A:L,BYE
1,4:H:S,2:H:L,0:A:D,2:A:M,5:H:J,BYE,8:H:M,9:H:D,3:H:D,6:H:M,0:H:L,7:H:J
2,7:H:J,1:A:L,5:H:L,1:H:M,0:H:M,3:H:D,6:H:M,0:A:M,9:H:M,8:H:L,BYE,4:H:M
3,8:H:M,0:A:D,7:H:J,6:H:D,9:H:D,2:A:D,5:H:S,4:A:J,1:A:D,5:A:S,4:H:S,BYE
4,1:A:S,5:A:M,6:H:M,9:H:M,8:H:L,7:H:S,BYE,3:H:J,5:H:S,0:A:M,3:A:S,2:A:M
5,9:H:D,4:H:M,2:A:L,0:A:S,1:A:J,BYE,3:A:S,6:H:J,4:A:S,3:H:S,7:H:S,8:H:M
6,0:A:D,9:H:M,4:A:M,3:A:D,7:H:M,8:H:M,2:A:M,5:A:J,7:A:J,1:A:M,8:A:D,BYE
7,2:A:J,10:H:J,3:A:J,8:A:M,6:A:M,4:A:S,0:A:D,8:H:J,6:H:J,BYE,5:A:S,1:A:J
8,3:A:M,BYE,10:H:L,7:H:M,4:A:L,6:A:M,1:A:M,7:A:J,0:A:J,2:A:L,6:H:D,5:A:M
9,5:A:D,6:A:M,11:H:D,4:A:M,3:A:D,0:A:D,BYE,1:A:D,2:A:M,10:H:M,10:A:D,11:A:S
10,BYE,7:A:J,8:A:L,11:H:M,23:A:M,22:H:M,22:A:L,11:A:M,11:A:J,9:A:M,9:H:D,23:H:L
11,23:H:M,22:H:J,9:A:D,10:A:M,22:A:L,23:A:J,23:H:M,10:H:M,10:H:J,23:H:M,BYE,9:H:S
12,16:H:J,13:A:J,20:H:M,BYE,14:H:M,21:H:D,15:H:M,18:H:J,13:H:M,17:H:M,19:H:J,14:A:J
13,18:H:S,12:H:J,16:H:J,20:H:M,19:H:J,14:H:D,21:H:M,17:H:D,12:A:M,14:A:S,BYE,15:H:S
14,19:H:M,18:H:M,15:H:D,BYE,12:A:M,13:A:D,17:H:J,21:H:S,20:H:L,13:H:S,16:H:S,12:H:J
15,BYE,20:H:M,14:A:D,19:H:L,18:H:M,16:H:L,12:A:M,16:A:D,17:A:J,21:H:M,17:H:M,13:A:S
16,12:A:J,19:H:D,13:A:J,17:A:M,20:H:M,15:A:L,18:H:L,15:H:D,21:H:M,BYE,14:A:S,17:H:S
17,20:H:M,BYE,18:H:S,16:H:M,21:H:M,19:H:J,14:A:J,13:A:D,15:H:J,12:A:M,15:A:M,16:A:S
18,13:A:S,14:A:M,17:A:S,21:H:M,15:A:M,20:H:M,16:A:L,12:A:J,BYE,19:H:J,20:A:M,19:A:M
19,14:A:M,16:A:D,BYE,15:A:L,13:A:J,17:A:J,20:A:J,20:H:M,22:H:M,18:A:J,12:A:J,18:H:M
20,17:A:M,15:A:M,12:A:M,13:A:M,16:A:M,18:A:M,19:H:J,19:A:M,14:A:L,22:H:J,18:H:M,BYE
21,22:A:J,23:H:J,23:A:S,18:A:M,17:A:M,12:A:D,13:A:M,14:A:S,16:A:M,15:A:M,BYE,22:H:M
22,21:H:J,11:A:J,BYE,23:A:J,11:H:L,10:A:M,10:H:L,23:H:M,19:A:M,20:A:J,23:A:M,21:A:M
23,11:A:M,21:A:J,21:H:S,22:H:J,10:H:M,11:H:J,11:A:M,22:A:M,BYE,11:A:M,22:H:M,10:A:L
